"","block","start_meter","end_meter","formation_start","release_end","line","buffer"
"9751","75_78_1",11535,12055,1269.70373237278,1410.98100676584,"s8_s_1",338.080593430086
"6159","75_78_1",11535,12055,1749.06160019592,1878.707827163,"s2_s_1",736.621101067357
"730","75_78_1",11535,12055,2615.32892823036,2668.43593627503,"ic3_s_1",143.293031625203
"126","75_78_1",11535,12055,2811.72896790023,2866.72089081863,"rjx_s",131.572276795845
"5439","75_78_1",11535,12055,2998.29316761448,3053.8347944634,"s25_s_1",15.8689379093817
"10113","75_78_1",11535,12055,3069.70373237278,3210.98100676584,"s8_s_2",338.080593430083
"6637","75_78_1",11535,12055,3549.06160019592,3678.707827163,"s2_s_2",1030.27048140431
"3016","75_78_1",11535,12055,4708.97830856731,4862.07372517718,"re_s_2",7.63000719558841
"10475","75_78_1",11535,12055,4869.70373237277,5010.98100676583,"s8_s_3",338.080593430099
"7115","75_78_1",11535,12055,5349.06160019593,5478.707827163,"s2_s_3",736.621101067088
"1081","75_78_1",11535,12055,6215.32892823009,6268.4359362744,"ic3_s_2",329.857231336277
"5677","75_78_1",11535,12055,6598.29316761068,6653.83479445924,"s25_s_2",15.8689379135285
"10837","75_78_1",11535,12055,6669.70373237277,6810.98100676583,"s8_s_4",338.080593430099
"7593","75_78_1",11535,12055,7149.06160019593,7278.707827163,"s2_s_4",NA
"380","78_81_1",12055,12550,815.328928232058,890.382673118934,"ice_s_1",345.617326881066
"2302","78_81_1",12055,12550,1236,1286.09957374342,"re_s_1",99.9004262565825
"9752","78_81_1",12055,12550,1386,1433.4692010239,"s8_s_1",420.530798976104
"6160","78_81_1",12055,12550,1854,1900.81160784401,"s2_s_1",714.517320386345
"731","78_81_1",12055,12550,2615.32892823036,2690.38267311709,"ic3_s_1",121.346294783145
"127","78_81_1",12055,12550,2811.72896790023,2889.60552239754,"rjx_s",108.687645216932
"5440","78_81_1",12055,12550,2998.29316761448,3078.22005762141,"s25_s_1",107.779942378588
"10114","78_81_1",12055,12550,3186,3233.4692010238,"s8_s_2",420.530798976196
"6638","78_81_1",12055,12550,3654,3700.81160784401,"s2_s_2",1135.18839215599
"3017","78_81_1",12055,12550,4836,4886.09957374315,"re_s_2",99.9004262568451
"10476","78_81_1",12055,12550,4986,5033.46920102361,"s8_s_3",420.530798976388
"7116","78_81_1",12055,12550,5454,5500.81160784365,"s2_s_3",714.517320386439
"1082","78_81_1",12055,12550,6215.32892823009,6290.38267311624,"ic3_s_2",307.910494494445
"5678","78_81_1",12055,12550,6598.29316761068,6678.22005761704,"s25_s_2",107.779942382964
"10838","78_81_1",12055,12550,6786,6833.46920102361,"s8_s_4",420.530798976388
"7594","78_81_1",12055,12550,7254,7300.81160784365,"s2_s_4",NA
"381","81_82_1",12550,13050,850.612904697869,911.500556372991,"ice_s_1",324.499443627009
"2303","81_82_1",12550,13050,1236,1308.62954163259,"re_s_1",77.3704583674144
"9753","81_82_1",12550,13050,1386,1454.55725096816,"s8_s_1",399.442749031843
"6161","81_82_1",12550,13050,1854,1921.53917830205,"s2_s_1",729.073726394052
"732","81_82_1",12550,13050,2650.6129046961,2711.5005563712,"ic3_s_1",137.020250236922
"128","81_82_1",12550,13050,2848.52080660812,2911.62587929499,"rjx_s",125.868704642054
"5441","81_82_1",12550,13050,3037.49458393704,3101.65122422615,"s25_s_1",84.348775773853
"10115","81_82_1",12550,13050,3186,3254.55725096807,"s8_s_2",399.442749031934
"6639","81_82_1",12550,13050,3654,3721.53917830205,"s2_s_2",1114.46082169795
"3018","81_82_1",12550,13050,4836,4908.62954163232,"re_s_2",77.3704583676781
"10477","81_82_1",12550,13050,4986,5054.55725096787,"s8_s_3",399.442749032127
"7117","81_82_1",12550,13050,5454,5521.53917830169,"s2_s_3",729.073726393879
"1083","81_82_1",12550,13050,6250.61290469557,6311.50055637034,"ic3_s_2",325.994027562617
"5679","81_82_1",12550,13050,6637.49458393296,6701.65122422177,"s25_s_2",84.3487757782286
"10839","81_82_1",12550,13050,6786,6854.55725096787,"s8_s_4",399.442749032127
"7595","81_82_1",12550,13050,7254,7321.53917830169,"s2_s_4",NA
"382","82_85_1",13050,13410,872.559641539983,926.663756372974,"ice_s_1",343.377922633602
"2304","82_85_1",13050,13410,1270.04167900658,1324.82954163261,"re_s_1",93.0334699175803
"9754","82_85_1",13050,13410,1417.86301155019,1469.72045096818,"s8_s_1",415.597893717913
"6162","82_85_1",13050,13410,1885.31834468609,1936.44317830207,"s2_s_1",736.116463236085
"733","82_85_1",13050,13410,2672.55964153816,2726.66375637122,"ic3_s_1",144.741681815811
"129","82_85_1",13050,13410,2871.40543818703,2927.43707929501,"rjx_s",134.442767800045
"5442","82_85_1",13050,13410,3061.87984709506,3118.49922422617,"s25_s_1",99.3637873239595
"10116","82_85_1",13050,13410,3217.86301155013,3269.72045096809,"s8_s_2",415.597893718003
"6640","82_85_1",13050,13410,3685.31834468609,3736.44317830207,"s2_s_2",1133.59850070434
"3019","82_85_1",13050,13410,4870.04167900642,4924.82954163235,"re_s_2",93.0334699176619
"10478","82_85_1",13050,13410,5017.86301155001,5069.7204509679,"s8_s_3",415.597893717971
"7118","82_85_1",13050,13410,5485.31834468587,5536.44317830171,"s2_s_3",736.116463235688
"1084","82_85_1",13050,13410,6272.5596415374,6326.66375637037,"ic3_s_2",335.216090720384
"5680","82_85_1",13050,13410,6661.87984709075,6718.4992242218,"s25_s_2",99.3637873282114
"10840","82_85_1",13050,13410,6817.86301155001,6869.7204509679,"s8_s_4",415.597893717971
"7596","82_85_1",13050,13410,7285.31834468587,7336.44317830171,"s2_s_4",NA
"383","85_86_1",13410,13810,894.118676373,943.511756372956,"ice_s_1",349.412785259619
"2305","85_86_1",13410,13810,1292.92454163257,1342.82954163264,"re_s_1",96.4518293355061
"9755","85_86_1",13410,13810,1439.28137096815,1488.20935626783,"s8_s_1",418.161222034205
"6163","85_86_1",13410,13810,1906.37057830204,1953.0031783021,"s2_s_1",741.115498069082
"734","85_86_1",13410,13810,2694.11867637118,2743.51175637125,"ic3_s_1",150.374042923727
"130","85_86_1",13410,13810,2893.88579929497,2945.00507929504,"rjx_s",140.672944931093
"5443","85_86_1",13410,13810,3085.67802422614,3137.2192242262,"s25_s_1",102.062146741851
"10117","85_86_1",13410,13810,3239.28137096806,3288.20935626774,"s8_s_2",418.161222034298
"6641","85_86_1",13410,13810,3706.37057830204,3753.0031783021,"s2_s_2",1139.92136333021
"3020","85_86_1",13410,13810,4892.92454163231,4942.82954163238,"re_s_2",96.4518293354859
"10479","85_86_1",13410,13810,5039.28137096786,5088.20935626756,"s8_s_3",418.16122203412
"7119","85_86_1",13410,13810,5506.37057830168,5553.00317830174,"s2_s_3",741.115498068591
"1085","85_86_1",13410,13810,6294.11867637033,6343.51175637039,"ic3_s_2",342.166267851366
"5681","85_86_1",13410,13810,6685.67802422176,6737.21922422183,"s25_s_2",102.062146746034
"10841","85_86_1",13410,13810,6839.28137096786,6888.20935626756,"s8_s_4",418.16122203412
"7597","85_86_1",13410,13810,7306.37057830168,7353.00317830174,"s2_s_4",NA
"384","86_87_1",13810,14170,909.281876372984,958.67495637294,"ice_s_1",350.449585259661
"2306","86_87_1",13810,14170,1309.1245416326,1359.02954163267,"re_s_1",95.4150293355044
"9756","86_87_1",13810,14170,1454.44457096817,1590.98100676584,"s8_s_1",330.293571536227
"6164","86_87_1",13810,14170,1921.27457830206,1967.90717830212,"s2_s_1",741.374698069083
"735","86_87_1",13810,14170,2709.28187637121,2758.67495637127,"ic3_s_1",151.022042923728
"131","86_87_1",13810,14170,2909.696999295,2960.81627929507,"rjx_s",141.709744931095
"5444","86_87_1",13810,14170,3102.52602422616,3154.06722422623,"s25_s_1",100.377346741848
"10118","86_87_1",13810,14170,3254.44457096808,3390.98100676584,"s8_s_2",330.293571536225
"6642","86_87_1",13810,14170,3721.27457830206,3767.90717830212,"s2_s_2",1141.21736333022
"3021","86_87_1",13810,14170,4909.12454163234,4959.0295416324,"re_s_2",95.4150293354842
"10480","86_87_1",13810,14170,5054.44457096789,5190.98100676583,"s8_s_3",330.293571535872
"7120","86_87_1",13810,14170,5521.2745783017,5567.90717830176,"s2_s_3",741.374698068592
"1086","86_87_1",13810,14170,6309.28187637035,6358.67495637042,"ic3_s_2",343.851067851368
"5682","86_87_1",13810,14170,6702.52602422179,6754.06722422186,"s25_s_2",100.377346746031
"10842","86_87_1",13810,14170,6854.44457096789,6990.98100676583,"s8_s_4",330.293571535872
"7598","86_87_1",13810,14170,7321.2745783017,7367.90717830176,"s2_s_4",NA
"385","87_88_1",14170,14395,926.129876372965,967.755998050054,"ice_s_1",359.368543582576
"2307","87_88_1",14170,14395,1327.12454163263,1368.70105664944,"re_s_1",197.29894335056
"9757","87_88_1",14170,14395,1566,1601.07361877715,"s8_s_1",336.760959524935
"6165","87_88_1",14170,14395,1937.83457830209,1976.80497211753,"s2_s_1",749.324904253701
"736","87_88_1",14170,14395,2726.12987637123,2767.75599804835,"ic3_s_1",159.509001246678
"132","87_88_1",14170,14395,2927.26499929503,2970.28539967627,"rjx_s",150.960624549926
"5445","87_88_1",14170,14395,3121.24602422619,3164.12559984359,"s25_s_1",201.874400156405
"10119","87_88_1",14170,14395,3366,3401.07361877714,"s8_s_2",336.760959524951
"6643","87_88_1",14170,14395,3737.83457830209,3776.80497211749,"s2_s_2",1150.31956951488
"3022","87_88_1",14170,14395,4927.12454163237,4968.70105664922,"re_s_2",197.298943350782
"10481","87_88_1",14170,14395,5166,5201.07361877716,"s8_s_3",336.760959524566
"7121","87_88_1",14170,14395,5537.83457830173,5576.8049721173,"s2_s_3",749.324904253077
"1087","87_88_1",14170,14395,6326.12987637038,6367.75599804757,"ic3_s_2",353.490026174248
"5683","87_88_1",14170,14395,6721.24602422182,6764.12559983931,"s25_s_2",201.87440016069
"10843","87_88_1",14170,14395,6966,7001.07361877716,"s8_s_4",336.760959524566
"7599","87_88_1",14170,14395,7337.83457830173,7376.8049721173,"s2_s_4",NA
"386","88_89_1",14395,15485,941.293076372949,1011.48056947859,"ice_s_1",331.843972154066
"2308","88_89_1",14395,15485,1343.32454163266,1415.41534236379,"re_s_1",150.584657636211
"9758","88_89_1",14395,15485,1566,1644.79819020569,"s8_s_1",307.940388096423
"6166","88_89_1",14395,15485,1952.73857830211,2019.78211497462,"s2_s_1",721.510961396643
"737","88_89_1",14395,15485,2741.29307637126,2811.48056947664,"ic3_s_1",131.595629818415
"133","88_89_1",14395,15485,2943.07619929505,3015.87854253294,"rjx_s",122.21548169328
"5446","88_89_1",14395,15485,3138.09402422622,3212.70845698608,"s25_s_1",153.291543013918
"10120","88_89_1",14395,15485,3366,3444.79819020542,"s8_s_2",307.940388096687
"6644","88_89_1",14395,15485,3752.73857830211,3819.78211497432,"s2_s_2",1123.54242665807
"3023","88_89_1",14395,15485,4943.32454163239,5015.41534236382,"re_s_2",150.584657636185
"10482","88_89_1",14395,15485,5166,5244.79819020595,"s8_s_3",307.940388095806
"7122","88_89_1",14395,15485,5552.73857830175,5619.78211497513,"s2_s_3",721.510961395275
"1088","88_89_1",14395,15485,6341.29307637041,6411.48056947635,"ic3_s_2",326.613454745491
"5684","88_89_1",14395,15485,6738.09402422184,6812.70845698229,"s25_s_2",153.291543017707
"10844","88_89_1",14395,15485,6966,7044.79819020595,"s8_s_4",307.940388095806
"7600","88_89_1",14395,15485,7352.73857830175,7419.78211497513,"s2_s_4",NA
"387","89_90_1",15485,15985,950.757210771512,1031.53771233572,"ice_s_1",321.777630028
"2309","89_90_1",15485,15985,1353.31534236372,1436.84391379239,"re_s_1",149.025411625844
"9759","89_90_1",15485,15985,1585.86932541823,1665.43219553636,"s8_s_1",296.497919438323
"6167","89_90_1",15485,15985,1961.93011497468,2040.06340226544,"s2_s_1",710.693808504407
"738","89_90_1",15485,15985,2750.75721076984,2831.53771233365,"ic3_s_1",121.407071547962
"134","89_90_1",15485,15985,2952.94478388161,3036.79282824701,"rjx_s",111.691628739491
"5447","89_90_1",15485,15985,3148.4844569865,3234.99417127163,"s25_s_1",150.875154146605
"10121","89_90_1",15485,15985,3385.86932541823,3465.43219553602,"s8_s_2",296.497919438653
"6645","89_90_1",15485,15985,3761.93011497467,3840.06340226506,"s2_s_2",1113.2519400984
"3024","89_90_1",15485,15985,4953.31534236346,5036.84391379253,"re_s_2",149.025411625689
"10483","89_90_1",15485,15985,5185.86932541822,5265.4321955367,"s8_s_3",296.497919437652
"7123","89_90_1",15485,15985,5561.93011497435,5640.06340226619,"s2_s_3",710.6938085028
"1089","89_90_1",15485,15985,6350.75721076899,6431.53771233359,"ic3_s_2",316.946744648556
"5685","89_90_1",15485,15985,6748.48445698215,6834.99417126806,"s25_s_2",150.875154150154
"10845","89_90_1",15485,15985,6985.86932541822,7065.4321955367,"s8_s_4",296.497919437652
"7601","89_90_1",15485,15985,7361.93011497435,7440.06340226619,"s2_s_4",NA
"388","90_91_1",15985,16600,994.497826621454,1056.20799804998,"ice_s_1",343.821630028084
"2310","90_91_1",15985,16600,1400.02962807807,1463.20105664957,"re_s_1",166.620104984698
"9760","90_91_1",15985,16600,1629.82116163427,1788.98100676584,"s8_s_1",215.92625106593
"6168","90_91_1",15985,16600,2004.90725783177,2142.707827163,"s2_s_1",651.78999945655
"739","90_91_1",15985,16600,2794.49782661955,2856.20799804778,"ic3_s_1",142.346658770963
"135","90_91_1",15985,16600,2998.55465681874,3062.51739967532,"rjx_s",134.549914453672
"5448","90_91_1",15985,16600,3197.06731412899,3262.40559984285,"s25_s_1",167.415561791188
"10122","90_91_1",15985,16600,3429.82116163403,3588.98100676584,"s8_s_2",215.926251065669
"6646","90_91_1",15985,16600,3804.90725783151,3942.707827163,"s2_s_2",1057.32180091506
"3025","90_91_1",15985,16600,5000.02962807806,5063.20105664985,"re_s_2",166.62010498464
"10484","90_91_1",15985,16600,5229.82116163449,5388.98100676583,"s8_s_3",215.92625106635
"7124","90_91_1",15985,16600,5604.90725783218,5742.707827163,"s2_s_3",651.789999456169
"1090","90_91_1",15985,16600,6394.49782661917,6456.207998048,"ic3_s_2",340.859316077133
"5686","90_91_1",15985,16600,6797.06731412513,6862.40559983956,"s25_s_2",167.415561794924
"10846","90_91_1",15985,16600,7029.82116163449,7188.98100676583,"s8_s_4",215.92625106635
"7602","90_91_1",15985,16600,7404.90725783218,7542.707827163,"s2_s_4",NA
"389","91_92_1",16600,17110,1014.55496947858,1076.66628376425,"ice_s_1",344.791915742415
"2311","91_92_1",16600,17110,1421.45819950667,1485.05819950674,"re_s_1",278.941800493259
"9761","91_92_1",16600,17110,1764,1810.50619020572,"s8_s_1",307.493809794283
"6169","91_92_1",16600,17110,2118,2163.86505874912,"s2_s_1",650.689910727443
"740","91_92_1",16600,17110,2814.55496947656,2876.66628376193,"ic3_s_1",142.80265877088
"136","91_92_1",16600,17110,3019.46894253281,3083.84997110367,"rjx_s",135.503057310864
"5449","91_92_1",16600,17110,3219.35302841453,3285.1370284141,"s25_s_1",278.862971585898
"10123","91_92_1",16600,17110,3564,3610.50619020563,"s8_s_2",307.493809794366
"6647","91_92_1",16600,17110,3918,3963.86505874912,"s2_s_2",1057.59314075765
"3026","91_92_1",16600,17110,5021.45819950677,5085.05819950714,"re_s_2",278.941800492863
"10485","91_92_1",16600,17110,5364,5410.50619020579,"s8_s_3",307.493809794211
"7125","91_92_1",16600,17110,5718,5763.86505874944,"s2_s_3",650.689910726968
"1091","91_92_1",16600,17110,6414.55496947641,6476.66628376238,"ic3_s_2",342.68674464852
"5687","91_92_1",16600,17110,6819.3530284109,6885.13702841105,"s25_s_2",278.862971588948
"10847","91_92_1",16600,17110,7164,7210.50619020579,"s8_s_4",307.493809794211
"7603","91_92_1",16600,17110,7518,7563.86505874944,"s2_s_4",NA
"390","92_93_1",17110,18340,1039.22525519285,1126.45381323956,"ice_s_1",321.361529124282
"2312","92_93_1",17110,18340,1447.81534236385,1538.12675132678,"re_s_1",225.873248673217
"9762","92_93_1",17110,18340,1764,1860.85086400638,"s8_s_1",257.149135993622
"6170","92_93_1",17110,18340,2118,2212.68812642321,"s2_s_1",626.53712876748
"741","92_93_1",17110,18340,2839.22525519069,2926.45381323702,"ic3_s_1",118.739700724094
"137","92_93_1",17110,18340,3045.19351396112,3135.76517277839,"rjx_s",110.999284207362
"5450","92_93_1",17110,18340,3246.76445698575,3340.32832230653,"s25_s_1",223.671677693469
"10124","92_93_1",17110,18340,3564,3660.85086400606,"s8_s_2",257.149135993937
"6648","92_93_1",17110,18340,3918,4012.68812642321,"s2_s_2",1035.12721594088
"3027","92_93_1",17110,18340,5047.81534236409,5138.12675132742,"re_s_2",225.873248672578
"10486","92_93_1",17110,18340,5364,5460.85086400669,"s8_s_3",257.149135993311
"7126","92_93_1",17110,18340,5718,5812.68812642447,"s2_s_3",626.537128766344
"1092","92_93_1",17110,18340,6439.22525519082,6526.45381323792,"ic3_s_2",320.310643744486
"5688","92_93_1",17110,18340,6846.7644569824,6940.32832230396,"s25_s_2",223.671677696041
"10848","92_93_1",17110,18340,7164,7260.85086400669,"s8_s_4",257.149135993311
"7604","92_93_1",17110,18340,7518,7612.68812642447,"s2_s_4",NA
"391","93_94_1",18340,19440,1059.68354090712,1172.7857870287,"ice_s_1",296.886698192322
"2313","93_94_1",18340,19440,1469.67248522102,1587.62668144851,"re_s_1",207.902480185788
"9763","93_94_1",18340,19440,1795.52916163429,1998.98100676584,"s8_s_1",150.009194840467
"6171","93_94_1",18340,19440,2148.9902016063,2258.22806213519,"s2_s_1",601.455478769649
"742","93_94_1",18340,19440,2859.68354090484,2972.78578702616,"ic3_s_1",93.7402983633137
"138","93_94_1",18340,19440,3066.52608538947,3184.0771454474,"rjx_s",85.4187401096074
"5451","93_94_1",18340,19440,3269.49588555701,3391.80824963312,"s25_s_1",203.720912001123
"10125","93_94_1",18340,19440,3595.52916163424,3798.98100676584,"s8_s_2",150.009194840467
"6649","93_94_1",18340,19440,3948.9902016063,4058.22806213519,"s2_s_2",1011.44442308619
"3028","93_94_1",18340,19440,5069.67248522138,5187.62668144914,"re_s_2",207.902480185187
"10487","93_94_1",18340,19440,5395.52916163433,5598.98100676583,"s8_s_3",150.009194840664
"7127","93_94_1",18340,19440,5748.99020160649,5858.22806213646,"s2_s_3",601.455478768744
"1093","93_94_1",18340,19440,6459.6835409052,6572.78578702705,"ic3_s_2",296.71009852684
"5689","93_94_1",18340,19440,6869.49588555389,6991.80824963055,"s25_s_2",203.720912003781
"10849","93_94_1",18340,19440,7195.52916163433,7398.98100676583,"s8_s_4",150.009194840664
"7605","93_94_1",18340,19440,7548.99020160649,7658.22806213646,"s2_s_4",NA
"392","94_95_1",19440,19820,1109.07939513672,1188.79138702872,"ice_s_1",333.640371967963
"2314","94_95_1",19440,19820,1522.43175899669,1604.72668144853,"re_s_1",369.273318551467
"9764","94_95_1",19440,19820,1974,2015.77473202729,"s8_s_1",181.75400145223
"6172","94_95_1",19440,19820,2197.52873347952,2273.96006213522,"s2_s_1",635.11933299896
"743","94_95_1",19440,19820,2909.07939513418,2988.79138702618,"ic3_s_1",129.24148653386
"139","94_95_1",19440,19820,3118.03287356004,3200.76674544743,"rjx_s",123.5987848358
"5452","94_95_1",19440,19820,3324.36553028323,3409.59224963315,"s25_s_1",364.40775036685
"10126","94_95_1",19440,19820,3774,3815.77473202728,"s8_s_2",181.754001452233
"6650","94_95_1",19440,19820,3997.52873347952,4073.96006213522,"s2_s_2",1048.4716968621
"3029","94_95_1",19440,19820,5122.43175899732,5204.72668144917,"re_s_2",369.273318550828
"10488","94_95_1",19440,19820,5574,5615.77473202728,"s8_s_3",181.754001453513
"7128","94_95_1",19440,19820,5797.52873348079,5873.96006213648,"s2_s_3",635.119332998591
"1094","94_95_1",19440,19820,6509.07939513508,6588.79138702708,"ic3_s_2",335.574143253573
"5690","94_95_1",19440,19820,6924.36553028065,7009.59224963058,"s25_s_2",364.407750369421
"10850","94_95_1",19440,19820,7374,7415.77473202728,"s8_s_4",181.754001453513
"7606","94_95_1",19440,19820,7597.52873348079,7673.96006213648,"s2_s_4",NA
"393","95_96_1",19820,20810,1155.40390702868,1230.49018702879,"ice_s_1",341.431494419705
"2315","95_96_1",19820,20810,1571.92168144849,1649.2766814486,"re_s_1",324.723318551395
"9765","95_96_1",19820,20810,1974,2057.47353202735,"s8_s_1",185.585930107828
"6173","95_96_1",19820,20810,2243.05946213518,2314.94606213528,"s2_s_1",640.45784489086
"744","95_96_1",19820,20810,2955.40390702614,3030.49018702625,"ic3_s_1",135.846878421139
"140","95_96_1",19820,20810,3166.33706544739,3244.2475454475,"rjx_s",131.587504185611
"5453","95_96_1",19820,20810,3375.83504963311,3455.92424963322,"s25_s_1",318.075750366775
"10127","95_96_1",19820,20810,3774,3857.47353202735,"s8_s_2",185.58593010783
"6651","95_96_1",19820,20810,4043.05946213518,4114.94606213528,"s2_s_2",1056.97561931385
"3030","95_96_1",19820,20810,5171.92168144913,5249.27668144924,"re_s_2",324.723318550756
"10489","95_96_1",19820,20810,5574,5657.47353202734,"s8_s_3",185.585930109104
"7129","95_96_1",19820,20810,5843.05946213645,5914.94606213655,"s2_s_3",640.457844890488
"1095","95_96_1",19820,20810,6555.40390702704,6630.49018702715,"ic3_s_2",345.344862603394
"5691","95_96_1",19820,20810,6975.83504963054,7055.92424963065,"s25_s_2",318.075750369346
"10851","95_96_1",19820,20810,7374,7457.47353202734,"s8_s_4",185.585930109104
"7607","95_96_1",19820,20810,7643.05946213645,7714.94606213655,"s2_s_4",NA
"394","96_97_1",20810,21720,1171.40950702871,1268.81938702885,"ice_s_1",320.20229441967
"2316","96_97_1",20810,21720,1589.02168144852,1690.9560349129,"re_s_1",309.542817114371
"9766","96_97_1",20810,21720,2000.49885202728,2096.48540686994,"s8_s_1",162.306055265271
"6174","96_97_1",20810,21720,2258.79146213521,2353.29106732244,"s2_s_1",618.118439703729
"745","96_97_1",20810,21720,2971.40950702617,3068.81938702631,"ic3_s_1",114.207278421104
"141","96_97_1",20810,21720,3183.02666544741,3284.21474544756,"rjx_s",109.404304185575
"5454","96_97_1",20810,21720,3393.61904963314,3499.2707772361,"s25_s_1",301.228074791176
"10128","96_97_1",20810,21720,3800.49885202727,3896.48540686993,"s8_s_2",162.306055265274
"6652","96_97_1",20810,21720,4058.79146213521,4153.29106732244,"s2_s_2",1035.73061412672
"3031","96_97_1",20810,21720,5189.02168144916,5290.95603491355,"re_s_2",309.542817113716
"10490","96_97_1",20810,21720,5600.49885202727,5696.48540686993,"s8_s_3",162.30605526654
"7130","96_97_1",20810,21720,5858.79146213647,5953.29106732371,"s2_s_3",618.118439703354
"1096","96_97_1",20810,21720,6571.40950702706,6668.81938702721,"ic3_s_2",324.799662603361
"5692","96_97_1",20810,21720,6993.61904963057,7099.27077723353,"s25_s_2",301.228074793736
"10852","96_97_1",20810,21720,7400.49885202727,7496.48540686993,"s8_s_4",162.30605526654
"7608","96_97_1",20810,21720,7658.79146213647,7753.29106732371,"s2_s_4",NA
"395","97_109_1",21720,22190,1213.10830702878,1289.76768331965,"ice_s_1",343.803998128943
"2317","97_109_1",21720,22190,1633.57168144859,1735.22892067932,"re_s_1",306.968731348026
"9767","97_109_1",21720,22190,2042.19765202734,2121.23036976375,"s8_s_1",178.547092371527
"6175","97_109_1",21720,22190,2299.77746213527,2377.61303939755,"s2_s_1",635.495267628683
"746","97_109_1",21720,22190,3013.10830702624,3089.76768331711,"ic3_s_1",136.739782130372
"142","97_109_1",21720,22190,3226.50746544749,3306.05826807558,"rjx_s",133.892781557635
"5455","97_109_1",21720,22190,3439.95104963321,3525.75943045144,"s25_s_1",316.438221575899
"10129","97_109_1",21720,22190,3842.19765202734,3921.23036976374,"s8_s_2",178.547092371529
"6653","97_109_1",21720,22190,4099.77746213527,4177.61303939734,"s2_s_2",1055.95864205189
"3032","97_109_1",21720,22190,5233.57168144923,5335.22892068002,"re_s_2",306.968731347312
"10491","97_109_1",21720,22190,5642.19765202733,5721.23036976353,"s8_s_3",178.547092373008
"7131","97_109_1",21720,22190,5899.77746213654,5977.61303939861,"s2_s_3",635.495267628521
"1097","97_109_1",21720,22190,6613.10830702713,6689.767683318,"ic3_s_2",350.183366312644
"5693","97_109_1",21720,22190,7039.95104963064,7125.75943044881,"s25_s_2",316.438221578527
"10853","97_109_1",21720,22190,7442.19765202733,7521.23036976353,"s8_s_4",178.547092373008
"7609","97_109_1",21720,22190,7699.77746213654,7777.61303939861,"s2_s_4",NA
"396","109_112_1",22190,22730,1251.43750702884,1315.03968331969,"ice_s_1",359.48205070898
"2318","109_112_1",22190,22730,1674.52173402867,1880.09996781819,"re_s_1",1171.33753920811
"747","109_112_1",22190,22730,3051.4375070263,3115.03968331715,"ic3_s_1",151.434982130395
"143","109_112_1",22190,22730,3266.47466544755,3332.41026807559,"rjx_s",1942.11146595372
"3033","109_112_1",22190,22730,5274.52173402931,5480.09996781819,"re_s_2",1171.337539209
"1098","109_112_1",22190,22730,6651.43750702719,6715.03968331804,"ic3_s_2",NA
"397","111_112_1",22730,22815,1251.43750702884,1319.0176833197,"ice_s_1",534.982316680301
"2319","111_112_1",22730,22815,1854,1885.25738657136,"re_s_1",1166.18012045494
"748","111_112_1",22730,22815,3051.4375070263,3119.01768331716,"ic3_s_1",147.456982130389
"144","111_112_1",22730,22815,3266.47466544755,3336.5582680756,"rjx_s",2117.4417319244
"3034","111_112_1",22730,22815,5454,5485.25738657135,"re_s_2",1166.18012045584
"1099","111_112_1",22730,22815,6651.43750702719,6719.01768331805,"ic3_s_2",NA
"398","111_117_1",22815,23450,1296.72648331968,1345.99709816771,"ice_s_1",508.002901832286
"2320","111_117_1",22815,23450,1854,1917.39799842407,"re_s_1",260.602001575934
"9770","111_117_1",22815,23450,2178,2234.15150377218,"s8_s_1",231.848496227824
"6178","111_117_1",22815,23450,2466,2521.34549516068,"s2_s_1",575.380988156456
"749","111_117_1",22815,23450,3096.72648331714,3145.99709816518,"ic3_s_1",167.701969910412
"145","111_117_1",22815,23450,3313.69906807559,3364.69064937011,"rjx_s",229.309350629891
"5458","111_117_1",22815,23450,3594,3644.81738385969,"s25_s_1",333.182616140306
"10132","111_117_1",22815,23450,3978,4034.15150377218,"s8_s_2",231.848496227824
"6656","111_117_1",22815,23450,4266,4321.34549516069,"s2_s_2",1132.65450483931
"3035","111_117_1",22815,23450,5454,5517.39799842406,"re_s_2",260.602001575936
"10494","111_117_1",22815,23450,5778,5834.15150377217,"s8_s_3",231.848496227834
"7134","111_117_1",22815,23450,6066,6121.34549516069,"s2_s_3",575.380988157337
"1100","111_117_1",22815,23450,6696.72648331803,6745.99709816607,"ic3_s_2",448.002901833931
"5696","111_117_1",22815,23450,7194,7244.81738385969,"s25_s_2",333.182616140305
"10856","111_117_1",22815,23450,7578,7634.15150377217,"s8_s_4",231.848496227834
"7612","111_117_1",22815,23450,7866,7921.34549516069,"s2_s_4",NA
"399","117_118_1",23450,24415,1296.72648331968,1386.64289816778,"ice_s_1",467.35710183222
"2321","117_118_1",23450,24415,1854,1966.03399842415,"re_s_1",211.966001575855
"9771","117_118_1",23450,24415,2178,2274.79730377224,"s8_s_1",191.202696227759
"6179","117_118_1",23450,24415,2466,2561.29649516075,"s2_s_1",535.429988156392
"750","117_118_1",23450,24415,3096.72648331714,3186.64289816524,"ic3_s_1",127.056169910346
"146","117_118_1",23450,24415,3313.69906807559,3407.07344937018,"rjx_s",186.926550629822
"5459","117_118_1",23450,24415,3594,3679.55738385975,"s25_s_1",298.442616140249
"10133","117_118_1",23450,24415,3978,4074.79730377224,"s8_s_2",191.202696227759
"6657","117_118_1",23450,24415,4266,4361.29649516075,"s2_s_2",1092.70350483925
"3036","117_118_1",23450,24415,5454,5566.03399842414,"re_s_2",211.966001575857
