"","block","start_meter","end_meter","formation_start","release_end","line","buffer"
"10495","117_118_1",23450,24415,5778,5874.79730377223,"s8_s_3",191.202696227769
"7135","117_118_1",23450,24415,6066,6161.29649516075,"s2_s_3",535.429988157272
"1101","117_118_1",23450,24415,6696.72648331803,6786.64289816613,"ic3_s_2",407.357101833865
"5697","117_118_1",23450,24415,7194,7279.55738385975,"s25_s_2",298.442616140249
"10857","117_118_1",23450,24415,7578,7674.79730377223,"s8_s_4",191.202696227769
"7613","117_118_1",23450,24415,7866,7961.29649516075,"s2_s_4",NA
"400","118_119_1",24415,25345,1328.6152181677,1425.81449816784,"ice_s_1",475.073900256211
"2322","118_119_1",24415,25345,1900.88839842405,2012.90599842422,"re_s_1",205.969625347945
"9772","118_119_1",24415,25345,2218.87562377217,2314.65157861482,"s8_s_1",191.525316545848
"6180","118_119_1",24415,25345,2506.17689516067,2600.46950034791,"s2_s_1",528.145717817257
"751","118_119_1",24415,25345,3128.61521816516,3225.81449816531,"ic3_s_1",121.136071204789
"147","118_119_1",24415,25345,3346.9505693701,3447.91904937024,"rjx_s",182.534334489442
"5460","118_119_1",24415,25345,3630.45338385969,3713.0373838598,"s25_s_1",305.838239912361
"10134","118_119_1",24415,25345,4018.87562377217,4114.65157861483,"s8_s_2",191.525316545846
"6658","118_119_1",24415,25345,4306.17689516068,4400.46950034791,"s2_s_2",1100.41889807614
"3037","118_119_1",24415,25345,5500.88839842405,5612.90599842422,"re_s_2",205.969625347937
"10496","118_119_1",24415,25345,5818.87562377216,5914.65157861482,"s8_s_3",191.525316545856
"7136","118_119_1",24415,25345,6106.17689516068,6200.46950034791,"s2_s_3",528.145717818142
"1102","118_119_1",24415,25345,6728.61521816606,6825.8144981662,"ic3_s_2",404.638885693488
"5698","118_119_1",24415,25345,7230.45338385969,7313.03738385981,"s25_s_2",305.83823991235
"10858","118_119_1",24415,25345,7618.87562377216,7714.65157861482,"s8_s_4",191.525316545856
"7614","118_119_1",24415,25345,7906.17689516068,8000.46950034791,"s2_s_4",NA
"401","119_120_1",25345,26080,1369.26101816777,1456.77269816789,"ice_s_1",492.75170025624
"2323","119_120_1",25345,26080,1949.52439842413,2049.94999842428,"re_s_1",209.57142534795
"9773","119_120_1",25345,26080,2259.52142377223,2418.98100676584,"s8_s_1",127.146888394902
"6181","119_120_1",25345,26080,2546.12789516074,2718.707827163,"s2_s_1",450.553191002231
"752","119_120_1",25345,26080,3169.26101816523,3256.77269816536,"ic3_s_1",132.560671204808
"148","119_120_1",25345,26080,3389.33336937016,3480.2002493703,"rjx_s",184.993134489446
"5461","119_120_1",25345,26080,3665.19338385974,3739.49738385985,"s25_s_1",320.024039912384
"10135","119_120_1",25345,26080,4059.52142377223,4218.98100676583,"s8_s_2",127.146888394914
"6659","119_120_1",25345,26080,4346.12789516074,4518.707827163,"s2_s_2",1030.81657126113
"3038","119_120_1",25345,26080,5549.52439842413,5649.94999842428,"re_s_2",209.571425347943
"10497","119_120_1",25345,26080,5859.52142377222,6018.98100676583,"s8_s_3",127.146888394914
"7137","119_120_1",25345,26080,6146.12789516074,6318.707827163,"s2_s_3",450.553191003118
"1103","119_120_1",25345,26080,6769.26101816612,6856.77269816625,"ic3_s_2",408.420685693494
"5699","119_120_1",25345,26080,7265.19338385974,7339.49738385985,"s25_s_2",320.024039912373
"10859","119_120_1",25345,26080,7659.52142377222,7818.98100676583,"s8_s_4",127.146888394914
"7615","119_120_1",25345,26080,7946.12789516074,8118.707827163,"s2_s_4",NA
"402","120_121_1",26080,26935,1408.43261816783,1492.78529816795,"ice_s_1",503.611100256257
"2324","120_121_1",26080,26935,1996.39639842421,2093.04199842435,"re_s_1",300.95800157565
"9774","120_121_1",26080,26935,2394,2456.46440686984,"s8_s_1",237.535593130164
"6182","120_121_1",26080,26935,2694,2754.87948019779,"s2_s_1",453.553137967505
"753","120_121_1",26080,26935,3208.43261816529,3292.78529816541,"ic3_s_1",137.393671204816
"149","120_121_1",26080,26935,3430.17896937023,3517.75184937036,"rjx_s",180.921534489439
"5462","120_121_1",26080,26935,3698.6733838598,3770.2773838599,"s25_s_1",423.722616140103
"10136","120_121_1",26080,26935,4194,4256.46440686984,"s8_s_2",237.535593130163
"6660","120_121_1",26080,26935,4494,4554.87948019779,"s2_s_2",1041.51691822641
"3039","120_121_1",26080,26935,5596.39639842421,5693.04199842435,"re_s_2",300.958001575652
"10498","120_121_1",26080,26935,5994,6056.46440686984,"s8_s_3",237.535593130163
"7138","120_121_1",26080,26935,6294,6354.87948019779,"s2_s_3",453.553137968392
"1104","120_121_1",26080,26935,6808.43261816618,6892.78529816631,"ic3_s_2",405.88808569349
"5700","120_121_1",26080,26935,7298.6733838598,7370.2773838599,"s25_s_2",423.722616140102
"10860","120_121_1",26080,26935,7794,7856.46440686984,"s8_s_4",237.535593130163
"7616","120_121_1",26080,26935,8094,8154.87948019779,"s2_s_4",NA
"403","121_122_1",26935,28235,1439.39081816788,1547.54129816804,"ice_s_1",485.899100256229
"2325","121_122_1",26935,28235,2033.44039842427,2158.56199842446,"re_s_1",235.438001575544
"9775","121_122_1",26935,28235,2394,2580.98100676584,"s8_s_1",113.018993234164
"6183","121_122_1",26935,28235,2694,2808.69948019787,"s2_s_1",430.691337967468
"754","121_122_1",26935,28235,3239.39081816534,3347.5412981655,"ic3_s_1",114.918871204779
"150","121_122_1",26935,28235,3462.46016937028,3574.84784937045,"rjx_s",150.28553448939
"5463","121_122_1",26935,28235,3725.13338385984,3817.07738385997,"s25_s_1",376.922616140027
"10137","121_122_1",26935,28235,4194,4380.98100676583,"s8_s_2",113.018993234171
"6661","121_122_1",26935,28235,4494,4608.69948019788,"s2_s_2",1024.74091822639
"3040","121_122_1",26935,28235,5633.44039842427,5758.56199842445,"re_s_2",235.438001575546
"10499","121_122_1",26935,28235,5994,6180.98100676583,"s8_s_3",113.018993234171
"7139","121_122_1",26935,28235,6294,6408.69948019788,"s2_s_3",430.691337968355
"1105","121_122_1",26935,28235,6839.39081816623,6947.54129816639,"ic3_s_2",377.592085693444
"5701","121_122_1",26935,28235,7325.13338385984,7417.07738385997,"s25_s_2",376.922616140027
"10861","121_122_1",26935,28235,7794,7980.98100676583,"s8_s_4",113.018993234171
"7617","121_122_1",26935,28235,8094,8208.69948019788,"s2_s_4",NA
"404","122_123_1",28235,29065,1475.40341816794,1579.53609913599,"ice_s_1",496.996299288352
"2326","122_123_1",28235,29065,2076.53239842434,2196.7159778754,"re_s_1",359.284022124602
"9776","122_123_1",28235,29065,2556,2614.13596567723,"s8_s_1",125.574914520543
"6184","122_123_1",28235,29065,2739.71088019778,2840.04024903274,"s2_s_1",435.363169132663
"755","122_123_1",28235,29065,3275.4034181654,3379.53609913346,"ic3_s_1",120.475670236887
"151","122_123_1",28235,29065,3500.01176937034,3608.2099495251,"rjx_s",147.703434334791
"5464","122_123_1",28235,29065,3755.91338385989,3844.33022632498,"s25_s_1",511.669773675019
"10138","122_123_1",28235,29065,4356,4414.13596567753,"s8_s_2",125.574914520257
"6662","122_123_1",28235,29065,4539.71088019778,4640.04024903239,"s2_s_2",1036.49214939195
"3041","122_123_1",28235,29065,5676.53239842434,5796.71597787574,"re_s_2",359.28402212426
"10500","122_123_1",28235,29065,6156,6214.13596567753,"s8_s_3",125.574914520257
"7140","122_123_1",28235,29065,6339.71088019778,6440.04024903239,"s2_s_3",435.363169133903
"1106","122_123_1",28235,29065,6875.40341816629,6979.53609913467,"ic3_s_2",376.377284725224
"5702","122_123_1",28235,29065,7355.91338385989,7444.33022632498,"s25_s_2",511.669773675021
"10862","122_123_1",28235,29065,7956,8014.13596567753,"s8_s_4",125.574914520257
"7618","122_123_1",28235,29065,8139.71088019778,8240.04024903311,"s2_s_4",NA
"405","123_124_1",29065,30000,1530.15941816803,1615.33809913593,"ice_s_1",526.714299288516
"2327","123_124_1",29065,30000,2142.05239842444,2239.55597787527,"re_s_1",316.444022124726
"9777","123_124_1",29065,30000,2556,2652.81046685548,"s8_s_1",140.72041334238
"6185","123_124_1",29065,30000,2793.53088019786,2875.23024903283,"s2_s_1",454.929169132656
"756","123_124_1",29065,30000,3330.15941816549,3415.3380991334,"ic3_s_1",141.769670237037
"152","123_124_1",29065,30000,3557.10776937044,3645.54194952508,"rjx_s",157.171434334884
"5465","123_124_1",29065,30000,3802.71338385996,3874.93022632495,"s25_s_1",481.069773675047
"10139","123_124_1",29065,30000,4356,4452.81046685606,"s8_s_2",140.720413341806
"6663","123_124_1",29065,30000,4593.53088019787,4675.23024903206,"s2_s_2",1066.82214939238
"3042","123_124_1",29065,30000,5742.05239842444,5839.55597787604,"re_s_2",316.444022123959
"10501","123_124_1",29065,30000,6156,6252.81046685606,"s8_s_3",140.720413341806
"7141","123_124_1",29065,30000,6393.53088019787,6475.23024903206,"s2_s_3",454.929169134321
"1107","123_124_1",29065,30000,6930.15941816638,7015.33809913503,"ic3_s_2",387.375284724932
"5703","123_124_1",29065,30000,7402.71338385996,7474.93022632495,"s25_s_2",481.069773675049
"10863","123_124_1",29065,30000,7956,8052.81046685606,"s8_s_4",140.720413341806
"7619","123_124_1",29065,30000,8193.53088019787,8275.23024903363,"s2_s_4",NA
"406","124_125_1",30000,30350,1562.91620822691,1628.73991731772,"ice_s_1",552.149151466784
"2328","124_125_1",30000,30350,2180.88906878451,2255.59234151159,"re_s_1",343.838278711108
"9778","124_125_1",30000,30350,2599.4306202227,2748.98100676584,"s8_s_1",76.4514240850681
"6186","124_125_1",30000,30350,2825.4324308509,2888.4029763056,"s2_s_1",474.513231918781
"757","124_125_1",30000,30350,3362.91620822438,3428.73991731519,"ic3_s_1",162.52450493718
"153","124_125_1",30000,30350,3591.26442225237,3659.51649497962,"rjx_s",170.937367709002
"5466","124_125_1",30000,30350,3830.45386268862,3886.38477177949,"s25_s_1",513.045848443434
"10140","124_125_1",30000,30350,4399.43062022292,4548.98100676583,"s8_s_2",76.4514240847948
"6664","124_125_1",30000,30350,4625.43243085062,4688.40297630466,"s2_s_2",1092.48609248012
"3043","124_125_1",30000,30350,5780.88906878478,5855.59234151252,"re_s_2",343.838278710405
"10502","124_125_1",30000,30350,6199.43062022292,6348.98100676583,"s8_s_3",76.4514240847948
"7142","124_125_1",30000,30350,6425.43243085062,6488.40297630466,"s2_s_3",474.513231920832
"1108","124_125_1",30000,30350,6962.9162082255,7028.73991731699,"ic3_s_2",401.713945371632
"5704","124_125_1",30000,30350,7430.45386268862,7486.38477177949,"s25_s_2",513.045848443436
"10864","124_125_1",30000,30350,7999.43062022292,8148.98100676583,"s8_s_4",76.451424085375
"7620","124_125_1",30000,30350,8225.4324308512,8288.40297630655,"s2_s_4",NA
"407","125_126_1",30350,31120,1598.71820822685,1658.22391731768,"ice_s_1",565.505151466708
"2329","125_126_1",30350,31120,2223.72906878438,2291.46168963863,"re_s_1",432.53831036137
"9779","125_126_1",30350,31120,2724,2780.33103778089,"s8_s_1",80.2913930701116
"6187","125_126_1",30350,31120,2860.622430851,2917.8670836958,"s2_s_1",480.85112452852
"758","125_126_1",30350,31120,3398.71820822432,3458.22391731515,"ic3_s_1",170.372504937211
"154","125_126_1",30350,31120,3628.59642225236,3690.26049497961,"rjx_s",170.793367708988
"5467","125_126_1",30350,31120,3861.05386268859,3912.00573472741,"s25_s_1",611.994265272586
"10141","125_126_1",30350,31120,4524,4580.33103778108,"s8_s_2",80.2913930692093
"6665","125_126_1",30350,31120,4660.62243085029,4717.86708369458,"s2_s_2",1105.8619850905
"3044","125_126_1",30350,31120,5823.72906878508,5891.46168963984,"re_s_2",432.538310360163
"10503","125_126_1",30350,31120,6324,6380.33103778108,"s8_s_3",80.2913930692093
"7143","125_126_1",30350,31120,6460.62243085029,6517.86708369458,"s2_s_3",480.851124531284
"1109","125_126_1",30350,31120,6998.71820822586,7058.22391731729,"ic3_s_2",402.829945371302
"5705","125_126_1",30350,31120,7461.05386268859,7512.00573472741,"s25_s_2",611.994265272589
"10865","125_126_1",30350,31120,8124,8180.33103778108,"s8_s_4",80.29139307064
"7621","125_126_1",30350,31120,8260.62243085172,8317.86708369703,"s2_s_4",NA
"408","126_151_1",31120,31610,1612.12002640865,1677.76138246362,"ice_s_1",562.004049957084
"2330","126_151_1",31120,31610,2239.7654324207,2335.53178051105,"re_s_1",388.468219488947
"9780","126_151_1",31120,31610,2724,2805.76695944393,"s8_s_1",68.0281986798354
"6188","126_151_1",31120,31610,2873.79515812376,2942.86820327913,"s2_s_1",469.251823126988
"759","126_151_1",31120,31610,3412.12002640612,3477.76138246109,"ic3_s_1",164.809585245808
"155","126_151_1",31120,31610,3642.5709677069,3710.6328945335,"rjx_s",161.87551360963
"5468","126_151_1",31120,31610,3872.50840814313,3933.74583871292,"s25_s_1",590.254161287083
"10142","126_151_1",31120,31610,4524,4605.76695944395,"s8_s_2",68.0281986789478
"6666","126_151_1",31120,31610,4673.7951581229,4742.86820327773,"s2_s_2",1096.89722914383
"3045","126_151_1",31120,31610,5839.76543242156,5935.53178051227,"re_s_2",388.468219487732
"10504","126_151_1",31120,31610,6324,6405.76695944395,"s8_s_3",68.0281986789478
"7144","126_151_1",31120,31610,6473.7951581229,6542.86820327773,"s2_s_3",469.251823130087
"1110","126_151_1",31120,31610,7012.12002640782,7077.76138246332,"ic3_s_2",394.747025679807
"5706","126_151_1",31120,31610,7472.50840814313,7533.74583871292,"s25_s_2",590.254161287082
"10866","126_151_1",31120,31610,8124,8205.76695944395,"s8_s_4",68.0281986806967
"7622","126_151_1",31120,31610,8273.79515812465,8342.86820328053,"s2_s_4",NA
"409","151_152_1",31610,31660,1641.6040264086,1679.86588276499,"ice_s_1",595.179593886793
"2331","151_152_1",31610,31660,2275.04547665178,2340.93178051106,"re_s_1",424.201422130815
"9781","151_152_1",31610,31660,2765.13320264188,2808.39945944393,"s8_s_1",94.3757350126643
"6189","151_152_1",31610,31660,2902.7751944566,2945.45570327913,"s2_s_1",496.148323126936
"760","151_152_1",31610,31660,3441.60402640607,3479.86588276246,"ic3_s_1",193.449084944426
"156","151_152_1",31610,31660,3673.31496770688,3712.82733074518,"rjx_s",184.881108991624
"5469","151_152_1",31610,31660,3897.70843973681,3935.99583871292,"s25_s_1",629.137363929151
"10143","151_152_1",31610,31660,4565.13320264207,4608.39945944393,"s8_s_2",94.3757350114493
"6667","151_152_1",31610,31660,4702.77519445538,4745.45570327771,"s2_s_2",1129.58977337527
"3046","151_152_1",31610,31660,5875.04547665299,5940.93178051228,"re_s_2",424.201422129795
"10505","151_152_1",31610,31660,6365.13320264207,6408.39945944393,"s8_s_3",94.3757350114493
"7145","151_152_1",31610,31660,6502.77519445538,6545.45570327771,"s2_s_3",496.148323130408
"1111","151_152_1",31610,31660,7041.60402640812,7079.86588276469,"ic3_s_2",417.842556972113
"5707","151_152_1",31610,31660,7497.7084397368,7535.99583871292,"s25_s_2",629.13736392915
"10867","151_152_1",31610,31660,8165.13320264207,8208.39945944393,"s8_s_4",94.3757350138967
"7623","151_152_1",31610,31660,8302.77519445783,8345.45570328056,"s2_s_4",NA
"410","152_153_1",31660,32365,1641.6040264086,1709.56044708428,"ice_s_1",565.485029567503
"2332","152_153_1",31660,32365,2275.04547665178,2479.39077617009,"re_s_1",423.384418286508
"6190","152_153_1",31660,32365,2902.7751944566,3048.707827163,"s2_s_1",392.89619924307
"761","152_153_1",31660,32365,3441.60402640607,3509.56044708175,"ic3_s_1",163.754520625136
"157","152_153_1",31660,32365,3673.31496770688,3743.79089353965,"rjx_s",153.91754619715
"5470","152_153_1",31660,32365,3897.70843973681,4054.65898014174,"s25_s_1",648.116214313641
"6668","152_153_1",31660,32365,4702.77519445538,4848.707827163,"s2_s_2",1026.33764948998
"3047","152_153_1",31660,32365,5875.04547665299,6079.39077617009,"re_s_2",423.384418285293
"7146","152_153_1",31660,32365,6502.77519445538,6648.707827163,"s2_s_3",392.896199245118
"1112","152_153_1",31660,32365,7041.60402640812,7109.56044708398,"ic3_s_2",388.147992652823
"5708","152_153_1",31660,32365,7497.7084397368,7654.65898014174,"s25_s_2",648.116214316091
"7624","152_153_1",31660,32365,8302.77519445783,8448.70782716299,"s2_s_4",NA
"411","153_159_1",32365,32505,1641.6040264086,1715.13452077954,"ice_s_1",738.865479220462
"2333","153_159_1",32365,32505,2454,2486.23871403013,"re_s_1",537.761285969871
"6191","153_159_1",32365,32505,3024,3055.27043427887,"s2_s_1",386.333592127196
"762","153_159_1",32365,32505,3441.60402640607,3515.13452077702,"ic3_s_1",158.180446929867
"158","153_159_1",32365,32505,3673.31496770688,3749.6031755125,"rjx_s",282.396824487502
"5471","153_159_1",32365,32505,4032,4060.36559502511,"s25_s_1",763.634404974892
"6669","153_159_1",32365,32505,4824,4855.27043427888,"s2_s_2",1198.72956572112
"3048","153_159_1",32365,32505,6054,6086.23871403013,"re_s_2",537.761285969873
"7147","153_159_1",32365,32505,6624,6655.27043427888,"s2_s_3",386.333592129246
"1113","153_159_1",32365,32505,7041.60402640812,7115.13452077925,"ic3_s_2",516.865479220747
"5709","153_159_1",32365,32505,7632,7660.36559502511,"s25_s_2",763.634404974892
"7625","153_159_1",32365,32505,8424,8455.27043427885,"s2_s_4",NA
"412","159_160_1",32505,32506,1692.17856708426,1715.17281168863,"ice_s_1",738.827188311371
"2334","159_160_1",32505,32506,2454,2486.28076408784,"re_s_1",537.719235912157
"6192","159_160_1",32505,32506,3024,3055.31073225085,"s2_s_1",436.867834830886
"763","159_160_1",32505,32506,3492.17856708173,3515.17281168611,"ic3_s_1",210.878001853534
"159","159_160_1",32505,32506,3726.05081353964,3749.64310278522,"rjx_s",282.356897214775
"5472","159_160_1",32505,32506,4032,4060.40063673987,"s25_s_1",763.599363260131
"6670","159_160_1",32505,32506,4824,4855.31073225085,"s2_s_2",1198.68926774915
"3049","159_160_1",32505,32506,6054,6086.28076408784,"re_s_2",537.71923591216
"7148","159_160_1",32505,32506,6624,6655.31073225085,"s2_s_3",436.867834833116
"1114","159_160_1",32505,32506,7092.17856708397,7115.17281168834,"ic3_s_2",516.827188311656
"5710","159_160_1",32505,32506,7632,7660.40063673987,"s25_s_2",763.599363260131
"7626","159_160_1",32505,32506,8424,8455.31073225083,"s2_s_4",NA
"413","149_160_1",32506,32606,1692.17856708426,1719.00294274971,"ice_s_1",734.99705725029
"2335","149_160_1",32506,32606,2454,2490.26422586948,"re_s_1",533.735774130521
"6193","149_160_1",32506,32606,3024,3059.12821645825,"s2_s_1",433.050350623487
"764","149_160_1",32506,32606,3492.17856708173,3519.00294274719,"ic3_s_1",207.047870792452
"160","149_160_1",32506,32606,3726.05081353964,3753.63691466089,"rjx_s",278.363085339113
"5473","149_160_1",32506,32606,4032,4063.72018822456,"s25_s_1",760.279811775444
"6671","149_160_1",32506,32606,4824,4859.12821645822,"s2_s_2",1194.87178354178
"3050","149_160_1",32506,32606,6054,6090.26422586947,"re_s_2",533.735774130528
"7149","149_160_1",32506,32606,6624,6659.12821645822,"s2_s_3",433.050350625745
"1115","149_160_1",32506,32606,7092.17856708397,7119.00294274947,"ic3_s_2",512.997057250532
"5711","149_160_1",32506,32606,7632,7663.72018822456,"s25_s_2",760.279811775444
"7627","149_160_1",32506,32606,8424,8459.12821645825,"s2_s_4",NA
"414","149_150_1",32606,32856,1692.17856708426,1728.98425455433,"ice_s_1",725.015745445671
"2336","149_150_1",32606,32856,2454,2499.63037919939,"re_s_1",524.369620800609
"6194","149_150_1",32606,32856,3024,3068.8374765744,"s2_s_1",423.341090507333
"765","149_150_1",32606,32856,3492.17856708173,3528.98425455181,"ic3_s_1",197.066558987834
"161","149_150_1",32606,32856,3726.05081353964,3764.04477825203,"rjx_s",267.955221747972
"5474","149_150_1",32606,32856,4032,4072.67318879511,"s25_s_1",751.32681120489
"6672","149_150_1",32606,32856,4824,4868.83747657435,"s2_s_2",1185.16252342565
"3051","149_150_1",32606,32856,6054,6099.63037919939,"re_s_2",524.369620800615
"7150","149_150_1",32606,32856,6624,6668.83747657435,"s2_s_3",423.341090509616
"1116","149_150_1",32606,32856,7092.17856708397,7128.98425455409,"ic3_s_2",503.01574544591
"5712","149_150_1",32606,32856,7632,7672.67318879512,"s25_s_2",751.326811204884
"7628","149_150_1",32606,32856,8424,8468.83747657442,"s2_s_4",NA
"415","150_162_1",32856,34876,1692.17856708426,1810.01510592311,"ice_s_1",643.984894076886
"2337","150_162_1",32856,34876,2454,2572.35037367592,"re_s_1",451.649626324084
"6195","150_162_1",32856,34876,3024,3149.0501863875,"s2_s_1",343.128380694237
"766","150_162_1",32856,34876,3492.17856708173,3610.01510592013,"ic3_s_1",116.035707619508
"162","150_162_1",32856,34876,3726.05081353964,3848.53848651611,"rjx_s",183.461513483885
"5475","150_162_1",32856,34876,4032,4148.85604015208,"s25_s_1",675.143959847919
"6673","150_162_1",32856,34876,4824,4949.05018638915,"s2_s_2",1104.94981361085
"3052","150_162_1",32856,34876,6054,6172.35037367683,"re_s_2",451.649626323172
"7151","150_162_1",32856,34876,6624,6749.05018638915,"s2_s_3",343.128380694816
"1117","150_162_1",32856,34876,7092.17856708397,7210.01510592333,"ic3_s_2",421.984894076666
"5713","150_162_1",32856,34876,7632,7748.85604015209,"s25_s_2",675.143959847913
"7629","150_162_1",32856,34876,8424,8549.0501863875,"s2_s_4",NA
"416","162_163_1",34876,35786,1712.00795503934,1846.51910592308,"ice_s_1",638.754533563327
"2338","162_163_1",34876,35786,2485.27363948641,2605.11037367555,"re_s_1",448.860197498916
"6196","162_163_1",34876,35786,3053.97057117447,3258.707827163,"s2_s_1",253.300127873817
"767","162_163_1",34876,35786,3512.00795503682,3646.5191059199,"ic3_s_1",100.2085053165
"163","162_163_1",34876,35786,3746.7276112364,3886.60248651572,"rjx_s",171.458879722935
"5476","162_163_1",34876,35786,4058.06136623866,4183.17604015198,"s25_s_1",670.794531022442
"6674","162_163_1",34876,35786,4853.97057117442,5058.707827163,"s2_s_2",1026.5658123234
"3053","162_163_1",34876,35786,6085.2736394864,6205.11037367688,"re_s_2",448.86019749754
"7152","162_163_1",34876,35786,6653.97057117442,6858.707827163,"s2_s_3",253.300127876089
"1118","162_163_1",34876,35786,7112.00795503909,7246.51910592351,"ic3_s_2",411.542260315146
"5714","162_163_1",34876,35786,7658.06136623866,7783.17604015199,"s25_s_2",670.79453102251
"7630","162_163_1",34876,35786,8453.9705711745,8658.70782716299,"s2_s_4",NA
"417","163_164_1",35786,36976,1793.03236306598,1888.73123117198,"ice_s_1",669.255142503995
"2339","163_164_1",35786,36976,2557.98637367597,2642.79033628112,"re_s_1",591.209663718884
"6197","163_164_1",35786,36976,3234,3302.14649754496,"s2_s_1",290.885865518081
"768","163_164_1",35786,36976,3593.03236306304,3688.7312311688,"ic3_s_1",142.483369633119
"164","163_164_1",35786,36976,3831.21460080191,3930.61854874137,"rjx_s",203.618062839298
"5477","163_164_1",35786,36976,4134.23661158067,4222.99670706133,"s25_s_1",811.00329293867
"6675","163_164_1",35786,36976,5034,5102.14649754461,"s2_s_2",1055.83987613221
"3054","163_164_1",35786,36976,6157.98637367682,6242.79033628245,"re_s_2",591.209663717552
"7153","163_164_1",35786,36976,6834,6902.14649754461,"s2_s_3",290.885865521546
"1119","163_164_1",35786,36976,7193.03236306615,7288.7312311724,"ic3_s_2",445.505380408276
"5715","163_164_1",35786,36976,7734.23661158068,7822.99670706134,"s25_s_2",811.003292938663
"7631","163_164_1",35786,36976,8634,8702.14649754457,"s2_s_4",NA
"418","164_165_1",36976,38156,1829.53636306595,1930.14923117205,"ice_s_1",660.597142503567
"2340","164_165_1",36976,38156,2590.74637367561,2679.96033628118,"re_s_1",554.039663718824
"6198","164_165_1",36976,38156,3234,3438.707827163,"s2_s_1",190.828535899807
"769","164_165_1",36976,38156,3629.5363630628,3730.14923116886,"ic3_s_1",139.129369632661
"165","164_165_1",36976,38156,3869.27860080152,3973.8065487418,"rjx_s",194.750062838768
"5478","164_165_1",36976,38156,4168.55661158057,4338.02487815591,"s25_s_1",695.975121844087
"6676","164_165_1",36976,38156,5034,5238.707827163,"s2_s_2",952.038546513869
"3055","164_165_1",36976,38156,6190.74637367687,6279.96033628251,"re_s_2",554.039663717492
"7154","164_165_1",36976,38156,6834,7038.707827163,"s2_s_3",190.828535903326
"1120","164_165_1",36976,38156,7229.53636306633,7330.14923117247,"ic3_s_2",438.407380408107
"5716","164_165_1",36976,38156,7768.55661158057,7938.02487815591,"s25_s_2",695.975121844087
"7632","164_165_1",36976,38156,8634,8838.70782716299,"s2_s_4",NA
"419","165_166_1",38156,39121,1872.74633117197,1962.7130356504,"ice_s_1",666.383800630709
"2341","165_166_1",38156,39121,2629.09683628111,2709.16244442422,"re_s_1",704.837555575781
"6199","165_166_1",38156,39121,3414,3473.05493048213,"s2_s_1",199.691400686655
"770","165_166_1",38156,39121,3672.74633116878,3762.71303564721,"ic3_s_1",151.622113094084
"166","165_166_1",38156,39121,3914.3351487413,4007.76196879615,"rjx_s",306.238031203846
"5479","165_166_1",38156,39121,4314,4371.30774915682,"s25_s_1",842.692250843175
"6677","165_166_1",38156,39121,5214,5273.05493048213,"s2_s_2",956.04190580031
"3056","165_166_1",38156,39121,6229.09683628244,6309.16244442555,"re_s_2",704.837555574451
"7155","165_166_1",38156,39121,7014,7073.05493048213,"s2_s_3",199.691400690257
"1121","165_166_1",38156,39121,7272.74633117239,7362.71303565123,"ic3_s_2",551.286964348775
"5717","165_166_1",38156,39121,7914,7971.30774915682,"s25_s_2",842.692250843175
"7633","165_166_1",38156,39121,8814,8873.05493048211,"s2_s_4",NA
"420","166_167_1",39121,40091,1914.16433117204,1995.39815565036,"ice_s_1",670.868680630804
"2342","166_167_1",39121,40091,2666.26683628117,2738.49524442427,"re_s_1",675.504755575734
"6200","166_167_1",39121,40091,3414,3505.18133048218,"s2_s_1",208.98300068667
"771","166_167_1",39121,40091,3714.16433116885,3795.39815564718,"ic3_s_1",162.124993094547
"167","166_167_1",39121,40091,3957.52314874173,4041.84388879612,"rjx_s",272.156111203879
"5480","166_167_1",39121,40091,4314,4404.83094915688,"s25_s_1",809.169050843121
"6678","166_167_1",39121,40091,5214,5305.18133048218,"s2_s_2",961.085505800318
"3057","166_167_1",39121,40091,6266.2668362825,6338.4952444256,"re_s_2",675.504755574404
"7156","166_167_1",39121,40091,7014,7105.18133048218,"s2_s_3",208.983000690272
"1122","166_167_1",39121,40091,7314.16433117245,7395.39815565163,"ic3_s_2",518.601844348369
"5718","166_167_1",39121,40091,7914,8004.83094915688,"s25_s_2",809.169050843121
"7634","166_167_1",39121,40091,8814,8905.18133048216,"s2_s_4",NA
"421","167_168_1",40091,41031,1947.00753165041,2027.07239565033,"ice_s_1",668.584288773881
"2343","167_168_1",40091,41031,2695.65668442421,2767.21001512233,"re_s_1",691.910035359793
"6201","167_168_1",40091,41031,3459.12005048212,3536.63084124673,"s2_s_1",210.376690400496
"772","167_168_1",40091,41031,3747.00753164722,3827.07239564714,"ic3_s_1",164.697509149016
"168","167_168_1",40091,41031,3991.76990479616,4074.87172879609,"rjx_s",282.286580360728
"5481","167_168_1",40091,41031,4357.15830915682,4437.64782995465,"s25_s_1",821.472220527474
"6679","167_168_1",40091,41031,5259.12005048212,5336.63084124671,"s2_s_2",959.025843178829
"3058","167_168_1",40091,41031,6295.65668442554,6367.21001512365,"re_s_2",691.910035358473
"7157","167_168_1",40091,41031,7059.12005048212,7136.63084124671,"s2_s_3",210.37669040443
"1123","167_168_1",40091,41031,7347.00753165114,7427.07239565202,"ic3_s_2",530.085913504792
"5719","167_168_1",40091,41031,7957.15830915682,8037.64782995465,"s25_s_2",821.472220527448
"7635","167_168_1",40091,41031,8859.1200504821,8936.6308412467,"s2_s_4",NA
"422","168_169_1",41031,42201,1979.69265165037,2066.49671565029,"ice_s_1",658.492768773971
